ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,PersonaGroup,PersonaCluster,PersonaNationality,Man,Woman,Pregnant,Stroller,OldMan,OldWoman,Boy,Girl,Homeless,LargeWoman,LargeMan,Criminal,MaleExecutive,FemaleExecutive,FemaleAthlete,MaleAthlete,FemaleDoctor,MaleDoctor,Dog,Cat
res_00000469_2,chatbot_extended,chatbot,0,1,1,0,1,More,Utilitarian,Utilitarian,,,,5,2,1,desktop,1,0,GBR,West_British,West,British,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0
res_00000470_1,chatbot_extended,chatbot,0,1,0,1,0,Pets,Species,Species,,,,5,0,1,desktop,1,1,GBR,West_British,West,British,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
res_00000470_2,chatbot_extended,chatbot,0,0,0,0,1,Hoomans,Species,Species,,,,5,0,0,desktop,1,0,GBR,West_British,West,British,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
res_00000471_1,chatbot_extended,chatbot,0,0,0,1,0,Young,Age,Age,,,,1,0,1,desktop,1,1,GBR,West_British,West,British,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00000471_2,chatbot_extended,chatbot,0,1,0,0,0,Old,Age,Age,,,,1,0,0,desktop,1,0,GBR,West_British,West,British,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00000472_1,chatbot_extended,chatbot,0,1,1,0,1,Hoomans,Species,Species,,,,1,0,0,desktop,1,1,GBR,West_British,West,British,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00000472_2,chatbot_extended,chatbot,0,0,1,0,2,Pets,Species,Species,,,,1,0,1,desktop,1,0,GBR,West_British,West,British,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
res_00000473_1,chatbot_extended,chatbot,0,0,1,0,0,Hoomans,Species,Species,,,,4,0,0,desktop,1,1,GBR,West_British,West,British,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
res_00000473_2,chatbot_extended,chatbot,0,1,1,0,0,Pets,Species,Species,,,,4,0,1,desktop,1,0,GBR,West_British,West,British,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
res_00000474_1,chatbot_extended,chatbot,0,0,1,0,0,Fat,Fitness,Fitness,,,,3,0,0,desktop,1,1,GBR,West_British,West,British,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
res_00000474_2,chatbot_extended,chatbot,0,1,1,0,0,Fit,Fitness,Fitness,,,,3,0,1,desktop,1,0,GBR,West_British,West,British,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
res_00000475_1,chatbot_extended,chatbot,0,0,1,0,0,Hoomans,Species,Species,,,,1,0,0,desktop,1,1,GBR,West_British,West,British,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
res_00000475_2,chatbot_extended,chatbot,0,1,1,0,0,Pets,Species,Species,,,,1,0,1,desktop,1,0,GBR,West_British,West,British,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
res_00000476_1,chatbot_extended,chatbot,0,0,1,0,1,Female,Gender,Gender,,,,3,0,0,desktop,1,1,GBR,West_British,West,British,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
res_00000476_2,chatbot_extended,chatbot,0,1,1,0,2,Male,Gender,Gender,,,,3,0,1,desktop,1,0,GBR,West_British,West,British,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
res_00000477_1,chatbot_extended,chatbot,0,1,1,0,2,Low,Social Value,Social Value,,,,4,0,0,desktop,1,1,GBR,West_British,West,British,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
res_00000477_2,chatbot_extended,chatbot,0,0,1,0,1,High,Social Value,Social Value,,,,4,0,1,desktop,1,0,GBR,West_British,West,British,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
res_00000478_1,chatbot_extended,chatbot,0,0,1,0,0,Female,Gender,Gender,,,,3,0,0,desktop,1,1,GBR,West_British,West,British,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
res_00000478_2,chatbot_extended,chatbot,0,1,1,0,0,Male,Gender,Gender,,,,3,0,1,desktop,1,0,GBR,West_British,West,British,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
res_00000479_1,chatbot_extended,chatbot,0,0,0,1,0,Old,Age,Age,,,,4,0,0,desktop,1,1,GBR,West_British,West,British,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00000479_2,chatbot_extended,chatbot,0,1,0,0,0,Young,Age,Age,,,,4,0,1,desktop,1,0,GBR,West_British,West,British,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00000480_1,chatbot_extended,chatbot,0,0,1,0,2,Young,Age,Age,,,,3,0,0,desktop,1,1,GBR,West_British,West,British,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
res_00000480_2,chatbot_extended,chatbot,0,1,1,0,1,Old,Age,Age,,,,3,0,1,desktop,1,0,GBR,West_British,West,British,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00000481_1,chatbot_extended,chatbot,0,0,0,1,0,Fat,Fitness,Fitness,,,,4,0,1,desktop,1,1,GBR,West_British,West,British,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
res_00000481_2,chatbot_extended,chatbot,0,1,0,0,0,Fit,Fitness,Fitness,,,,4,0,0,desktop,1,0,GBR,West_British,West,British,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
res_00000482_1,chatbot_extended,chatbot,0,0,1,0,1,Low,Social Value,Social Value,,,,2,0,0,desktop,1,1,GBR,West_British,West,British,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
res_00000482_2,chatbot_extended,chatbot,0,1,1,0,2,High,Social Value,Social Value,,,,2,0,1,desktop,1,0,GBR,West_British,West,British,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
res_00000483_1,chatbot_extended,chatbot,0,1,1,0,2,Low,Social Value,Social Value,,,,5,0,0,desktop,1,1,GBR,West_British,West,British,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
res_00000483_2,chatbot_extended,chatbot,0,0,1,0,1,High,Social Value,Social Value,,,,5,0,1,desktop,1,0,GBR,West_British,West,British,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
res_00000484_1,chatbot_extended,chatbot,0,1,0,1,0,Pets,Species,Species,,,,2,0,1,desktop,1,1,GBR,West_British,West,British,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
res_00000484_2,chatbot_extended,chatbot,0,0,0,0,0,Hoomans,Species,Species,,,,2,0,0,desktop,1,0,GBR,West_British,West,British,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
res_00000485_1,chatbot_extended,chatbot,0,1,0,1,0,Hoomans,Species,Species,,,,4,0,0,desktop,1,1,GBR,West_British,West,British,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
res_00000485_2,chatbot_extended,chatbot,0,0,0,0,2,Pets,Species,Species,,,,4,0,1,desktop,1,0,GBR,West_British,West,British,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
res_00000486_1,chatbot_extended,chatbot,0,0,1,0,0,Hoomans,Species,Species,,,,4,0,0,desktop,1,1,GBR,West_British,West,British,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
res_00000486_2,chatbot_extended,chatbot,0,1,1,0,0,Pets,Species,Species,,,,4,0,1,desktop,1,0,GBR,West_British,West,British,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
res_00000487_1,chatbot_extended,chatbot,0,0,0,1,0,Male,Gender,Gender,,,,2,0,1,desktop,1,1,GBR,West_British,West,British,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
res_00000487_2,chatbot_extended,chatbot,0,1,0,0,2,Female,Gender,Gender,,,,2,0,0,desktop,1,0,GBR,West_British,West,British,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
res_00000488_1,chatbot_extended,chatbot,0,1,1,0,0,Low,Social Value,Social Value,,,,2,0,0,desktop,1,1,GBR,West_British,West,British,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
res_00000488_2,chatbot_extended,chatbot,0,0,1,0,0,High,Social Value,Social Value,,,,2,0,1,desktop,1,0,GBR,West_British,West,British,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
res_00000489_1,chatbot_extended,chatbot,0,0,0,1,0,Fat,Fitness,Fitness,,,,3,0,0,desktop,1,1,GBR,West_British,West,British,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
res_00000489_2,chatbot_extended,chatbot,0,1,0,0,0,Fit,Fitness,Fitness,,,,3,0,1,desktop,1,0,GBR,West_British,West,British,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
res_00000490_1,chatbot_extended,chatbot,0,1,0,1,0,Low,Social Value,Social Value,,,,5,0,0,desktop,1,1,GBR,West_British,West,British,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
res_00000490_2,chatbot_extended,chatbot,0,0,0,0,0,High,Social Value,Social Value,,,,5,0,1,desktop,1,0,GBR,West_British,West,British,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
res_00000491_1,chatbot_extended,chatbot,0,0,0,1,0,Pets,Species,Species,,,,3,0,1,desktop,1,1,GBR,West_British,West,British,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
res_00000491_2,chatbot_extended,chatbot,0,1,0,0,1,Hoomans,Species,Species,,,,3,0,0,desktop,1,0,GBR,West_British,West,British,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
res_00000492_1,chatbot_extended,chatbot,0,0,1,0,0,Young,Age,Age,,,,1,0,0,desktop,1,1,GBR,West_British,West,British,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
res_00000492_2,chatbot_extended,chatbot,0,1,1,0,0,Old,Age,Age,,,,1,0,1,desktop,1,0,GBR,West_British,West,British,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00000493_1,chatbot_extended,chatbot,0,0,1,0,2,Female,Gender,Gender,,,,1,0,0,desktop,1,1,GBR,West_British,West,British,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00000493_2,chatbot_extended,chatbot,0,1,1,0,1,Male,Gender,Gender,,,,1,0,1,desktop,1,0,GBR,West_British,West,British,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00000494_1,chatbot_extended,chatbot,0,0,1,0,2,Young,Age,Age,,,,2,0,0,desktop,1,1,GBR,West_British,West,British,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
res_00000494_2,chatbot_extended,chatbot,0,1,1,0,1,Old,Age,Age,,,,2,0,1,desktop,1,0,GBR,West_British,West,British,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00000495_1,chatbot_extended,chatbot,0,0,0,1,0,Less,Utilitarian,Utilitarian,,,,4,1,1,desktop,1,1,GBR,West_British,West,British,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
res_00000495_2,chatbot_extended,chatbot,0,1,0,0,1,More,Utilitarian,Utilitarian,,,,5,1,0,desktop,1,0,GBR,West_British,West,British,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1
res_00000496_1,chatbot_extended,chatbot,0,0,0,1,0,Low,Social Value,Social Value,,,,2,0,0,desktop,1,1,GBR,West_British,West,British,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
res_00000496_2,chatbot_extended,chatbot,0,1,0,0,1,High,Social Value,Social Value,,,,2,0,1,desktop,1,0,GBR,West_British,West,British,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
res_00000497_1,chatbot_extended,chatbot,0,0,0,1,0,Male,Gender,Gender,,,,1,0,1,desktop,1,1,GBR,West_British,West,British,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00000497_2,chatbot_extended,chatbot,0,1,0,0,1,Female,Gender,Gender,,,,1,0,0,desktop,1,0,GBR,West_British,West,British,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00000498_1,chatbot_extended,chatbot,0,1,0,1,0,More,Utilitarian,Utilitarian,,,,5,3,0,desktop,1,1,GBR,West_British,West,British,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
res_00000498_2,chatbot_extended,chatbot,0,0,0,0,1,Less,Utilitarian,Utilitarian,,,,2,3,1,desktop,1,0,GBR,West_British,West,British,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
res_00000499_1,chatbot_extended,chatbot,0,0,1,0,1,Less,Utilitarian,Utilitarian,,,,3,2,0,desktop,1,1,GBR,West_British,West,British,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
res_00000499_2,chatbot_extended,chatbot,0,1,1,0,2,More,Utilitarian,Utilitarian,,,,5,2,1,desktop,1,0,GBR,West_British,West,British,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
res_00000500_1,chatbot_extended,chatbot,0,0,0,1,0,Hoomans,Species,Species,,,,3,0,0,desktop,1,1,RUS,West_Russian,West,Russian,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
res_00000500_2,chatbot_extended,chatbot,0,1,0,0,0,Pets,Species,Species,,,,3,0,1,desktop,1,0,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
res_00000501_1,chatbot_extended,chatbot,0,0,0,1,0,Male,Gender,Gender,,,,2,0,0,desktop,1,1,RUS,West_Russian,West,Russian,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00000501_2,chatbot_extended,chatbot,0,1,0,0,2,Female,Gender,Gender,,,,2,0,1,desktop,1,0,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
res_00000502_1,chatbot_extended,chatbot,0,1,1,0,2,Young,Age,Age,,,,1,0,0,desktop,1,1,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
res_00000502_2,chatbot_extended,chatbot,0,0,1,0,1,Old,Age,Age,,,,1,0,1,desktop,1,0,RUS,West_Russian,West,Russian,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00000503_1,chatbot_extended,chatbot,0,1,0,1,0,Pets,Species,Species,,,,1,0,1,desktop,1,1,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
res_00000503_2,chatbot_extended,chatbot,0,0,0,0,1,Hoomans,Species,Species,,,,1,0,0,desktop,1,0,RUS,West_Russian,West,Russian,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00000504_1,chatbot_extended,chatbot,0,0,1,0,0,Hoomans,Species,Species,,,,2,0,0,desktop,1,1,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
res_00000504_2,chatbot_extended,chatbot,0,1,1,0,0,Pets,Species,Species,,,,2,0,1,desktop,1,0,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
res_00000505_1,chatbot_extended,chatbot,0,0,0,1,0,Fat,Fitness,Fitness,,,,5,0,0,desktop,1,1,RUS,West_Russian,West,Russian,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
res_00000505_2,chatbot_extended,chatbot,0,1,0,0,0,Fit,Fitness,Fitness,,,,5,0,1,desktop,1,0,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
res_00000506_1,chatbot_extended,chatbot,0,0,0,1,0,Old,Age,Age,,,,1,0,1,desktop,1,1,RUS,West_Russian,West,Russian,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00000506_2,chatbot_extended,chatbot,0,1,0,0,1,Young,Age,Age,,,,1,0,0,desktop,1,0,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
res_00000507_1,chatbot_extended,chatbot,0,0,0,1,0,Fat,Fitness,Fitness,,,,4,0,0,desktop,1,1,RUS,West_Russian,West,Russian,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
res_00000507_2,chatbot_extended,chatbot,0,1,0,0,0,Fit,Fitness,Fitness,,,,4,0,1,desktop,1,0,RUS,West_Russian,West,Russian,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
res_00000508_1,chatbot_extended,chatbot,0,0,0,1,0,Hoomans,Species,Species,,,,5,0,0,desktop,1,1,RUS,West_Russian,West,Russian,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
res_00000508_2,chatbot_extended,chatbot,0,1,0,0,0,Pets,Species,Species,,,,5,0,1,desktop,1,0,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
res_00000509_1,chatbot_extended,chatbot,0,1,1,0,1,Less,Utilitarian,Utilitarian,,,,2,2,0,desktop,1,1,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
res_00000509_2,chatbot_extended,chatbot,0,0,1,0,2,More,Utilitarian,Utilitarian,,,,4,2,1,desktop,1,0,RUS,West_Russian,West,Russian,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
res_00000510_1,chatbot_extended,chatbot,0,0,1,0,0,Female,Gender,Gender,,,,4,0,0,desktop,1,1,RUS,West_Russian,West,Russian,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
res_00000510_2,chatbot_extended,chatbot,0,1,1,0,0,Male,Gender,Gender,,,,4,0,1,desktop,1,0,RUS,West_Russian,West,Russian,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
res_00000511_1,chatbot_extended,chatbot,0,0,0,1,0,Hoomans,Species,Species,,,,1,0,0,desktop,1,1,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
res_00000511_2,chatbot_extended,chatbot,0,1,0,0,0,Pets,Species,Species,,,,1,0,1,desktop,1,0,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
res_00000512_1,chatbot_extended,chatbot,0,0,1,0,0,Hoomans,Species,Species,,,,1,0,0,desktop,1,1,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
res_00000512_2,chatbot_extended,chatbot,0,1,1,0,0,Pets,Species,Species,,,,1,0,1,desktop,1,0,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
res_00000513_1,chatbot_extended,chatbot,0,0,1,0,1,Female,Gender,Gender,,,,2,0,0,desktop,1,1,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
res_00000513_2,chatbot_extended,chatbot,0,1,1,0,2,Male,Gender,Gender,,,,2,0,1,desktop,1,0,RUS,West_Russian,West,Russian,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
res_00000514_1,chatbot_extended,chatbot,0,1,0,1,0,Less,Utilitarian,Utilitarian,,,,4,1,0,desktop,1,1,RUS,West_Russian,West,Russian,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
res_00000514_2,chatbot_extended,chatbot,0,0,0,0,1,More,Utilitarian,Utilitarian,,,,5,1,1,desktop,1,0,RUS,West_Russian,West,Russian,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
res_00000515_1,chatbot_extended,chatbot,0,0,1,0,2,Fat,Fitness,Fitness,,,,2,0,0,desktop,1,1,RUS,West_Russian,West,Russian,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
res_00000515_2,chatbot_extended,chatbot,0,1,1,0,1,Fit,Fitness,Fitness,,,,2,0,1,desktop,1,0,RUS,West_Russian,West,Russian,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
res_00000516_1,chatbot_extended,chatbot,0,0,0,1,0,Female,Gender,Gender,,,,5,0,0,desktop,1,1,RUS,West_Russian,West,Russian,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
res_00000516_2,chatbot_extended,chatbot,0,1,0,0,1,Male,Gender,Gender,,,,5,0,1,desktop,1,0,RUS,West_Russian,West,Russian,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
res_00000517_1,chatbot_extended,chatbot,0,1,1,0,1,Female,Gender,Gender,,,,2,0,0,desktop,1,1,RUS,West_Russian,West,Russian,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
res_00000517_2,chatbot_extended,chatbot,0,0,1,0,2,Male,Gender,Gender,,,,2,0,1,desktop,1,0,RUS,West_Russian,West,Russian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
res_00000518_1,chatbot_extended,chatbot,0,1,0,1,0,Low,Social Value,Social Value,,,,3,0,0,desktop,1,1,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
res_00000518_2,chatbot_extended,chatbot,0,0,0,0,1,High,Social Value,Social Value,,,,3,0,1,desktop,1,0,RUS,West_Russian,West,Russian,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
res_00000519_1,chatbot_extended,chatbot,0,1,1,0,0,Fat,Fitness,Fitness,,,,4,0,0,desktop,1,1,RUS,West_Russian,West,Russian,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
res_00000519_2,chatbot_extended,chatbot,0,0,1,0,0,Fit,Fitness,Fitness,,,,4,0,1,desktop,1,0,RUS,West_Russian,West,Russian,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
res_00000520_1,chatbot_extended,chatbot,0,0,1,0,2,Young,Age,Age,,,,5,0,0,desktop,1,1,RUS,West_Russian,West,Russian,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
res_00000520_2,chatbot_extended,chatbot,0,1,1,0,1,Old,Age,Age,,,,5,0,1,desktop,1,0,RUS,West_Russian,West,Russian,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00000521_1,chatbot_extended,chatbot,0,1,0,1,0,Less,Utilitarian,Utilitarian,,,,4,1,0,desktop,1,1,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
res_00000521_2,chatbot_extended,chatbot,0,0,0,0,0,More,Utilitarian,Utilitarian,,,,5,1,1,desktop,1,0,RUS,West_Russian,West,Russian,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0
res_00000522_1,chatbot_extended,chatbot,0,0,0,1,0,High,Social Value,Social Value,,,,4,0,0,desktop,1,1,RUS,West_Russian,West,Russian,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
res_00000522_2,chatbot_extended,chatbot,0,1,0,0,0,Low,Social Value,Social Value,,,,4,0,1,desktop,1,0,RUS,West_Russian,West,Russian,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
res_00000523_1,chatbot_extended,chatbot,0,1,1,0,0,Female,Gender,Gender,,,,1,0,0,desktop,1,1,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
res_00000523_2,chatbot_extended,chatbot,0,0,1,0,0,Male,Gender,Gender,,,,1,0,1,desktop,1,0,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
res_00000524_1,chatbot_extended,chatbot,0,0,1,0,2,Hoomans,Species,Species,,,,4,0,0,desktop,1,1,RUS,West_Russian,West,Russian,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
res_00000524_2,chatbot_extended,chatbot,0,1,1,0,1,Pets,Species,Species,,,,4,0,1,desktop,1,0,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
res_00000525_1,chatbot_extended,chatbot,0,0,0,1,0,Fit,Fitness,Fitness,,,,5,0,0,desktop,1,1,RUS,West_Russian,West,Russian,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
res_00000525_2,chatbot_extended,chatbot,0,1,0,0,0,Fat,Fitness,Fitness,,,,5,0,1,desktop,1,0,RUS,West_Russian,West,Russian,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
res_00000526_1,chatbot_extended,chatbot,0,1,1,0,1,Young,Age,Age,,,,4,0,0,desktop,1,1,RUS,West_Russian,West,Russian,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
res_00000526_2,chatbot_extended,chatbot,0,0,1,0,2,Old,Age,Age,,,,4,0,1,desktop,1,0,RUS,West_Russian,West,Russian,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00000527_1,chatbot_extended,chatbot,0,0,0,1,0,Young,Age,Age,,,,4,0,1,desktop,1,1,RUS,West_Russian,West,Russian,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
res_00000527_2,chatbot_extended,chatbot,0,1,0,0,0,Old,Age,Age,,,,4,0,0,desktop,1,0,RUS,West_Russian,West,Russian,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00000528_1,chatbot_extended,chatbot,0,0,0,1,0,Male,Gender,Gender,,,,4,0,0,desktop,1,1,RUS,West_Russian,West,Russian,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
res_00000528_2,chatbot_extended,chatbot,0,1,0,0,2,Female,Gender,Gender,,,,4,0,1,desktop,1,0,RUS,West_Russian,West,Russian,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
res_00000529_1,chatbot_extended,chatbot,0,1,1,0,2,Young,Age,Age,,,,1,0,0,desktop,1,1,RUS,West_Russian,West,Russian,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
